"Iteration","Difficulty","Learner","Measure","Value"
3," Hard"," Q Learning"," Rewards",-128
4," Hard"," Q Learning"," Rewards",-321
5," Hard"," Q Learning"," Rewards",-24
6," Hard"," Q Learning"," Rewards",-214
7," Hard"," Q Learning"," Rewards",-35
8," Hard"," Q Learning"," Rewards",-158
9," Hard"," Q Learning"," Rewards",30
10," Hard"," Q Learning"," Rewards",19
11," Hard"," Q Learning"," Rewards",-43
12," Hard"," Q Learning"," Rewards",76
13," Hard"," Q Learning"," Rewards",-36
14," Hard"," Q Learning"," Rewards",-39
15," Hard"," Q Learning"," Rewards",-4
16," Hard"," Q Learning"," Rewards",33
17," Hard"," Q Learning"," Rewards",8
18," Hard"," Q Learning"," Rewards",48
19," Hard"," Q Learning"," Rewards",41
20," Hard"," Q Learning"," Rewards",5
21," Hard"," Q Learning"," Rewards",6
22," Hard"," Q Learning"," Rewards",-127
23," Hard"," Q Learning"," Rewards",-824
24," Hard"," Q Learning"," Rewards",-27
25," Hard"," Q Learning"," Rewards",59
26," Hard"," Q Learning"," Rewards",-29
27," Hard"," Q Learning"," Rewards",16
28," Hard"," Q Learning"," Rewards",30
29," Hard"," Q Learning"," Rewards",37
30," Hard"," Q Learning"," Rewards",54
31," Hard"," Q Learning"," Rewards",62
32," Hard"," Q Learning"," Rewards",34
33," Hard"," Q Learning"," Rewards",51
34," Hard"," Q Learning"," Rewards",-10
35," Hard"," Q Learning"," Rewards",47
36," Hard"," Q Learning"," Rewards",33
37," Hard"," Q Learning"," Rewards",32
38," Hard"," Q Learning"," Rewards",41
39," Hard"," Q Learning"," Rewards",60
40," Hard"," Q Learning"," Rewards",60
41," Hard"," Q Learning"," Rewards",11
42," Hard"," Q Learning"," Rewards",38
43," Hard"," Q Learning"," Rewards",55
44," Hard"," Q Learning"," Rewards",50
45," Hard"," Q Learning"," Rewards",55
46," Hard"," Q Learning"," Rewards",-92
47," Hard"," Q Learning"," Rewards",43
48," Hard"," Q Learning"," Rewards",57
49," Hard"," Q Learning"," Rewards",46
50," Hard"," Q Learning"," Rewards",71
51," Hard"," Q Learning"," Rewards",-3
52," Hard"," Q Learning"," Rewards",51
53," Hard"," Q Learning"," Rewards",52
54," Hard"," Q Learning"," Rewards",59
55," Hard"," Q Learning"," Rewards",47
56," Hard"," Q Learning"," Rewards",66
57," Hard"," Q Learning"," Rewards",55
58," Hard"," Q Learning"," Rewards",78
59," Hard"," Q Learning"," Rewards",56
60," Hard"," Q Learning"," Rewards",7
61," Hard"," Q Learning"," Rewards",57
62," Hard"," Q Learning"," Rewards",5
63," Hard"," Q Learning"," Rewards",-4
64," Hard"," Q Learning"," Rewards",-61
65," Hard"," Q Learning"," Rewards",4
66," Hard"," Q Learning"," Rewards",67
67," Hard"," Q Learning"," Rewards",15
68," Hard"," Q Learning"," Rewards",13
69," Hard"," Q Learning"," Rewards",-17
70," Hard"," Q Learning"," Rewards",59
71," Hard"," Q Learning"," Rewards",53
72," Hard"," Q Learning"," Rewards",31
73," Hard"," Q Learning"," Rewards",-175
74," Hard"," Q Learning"," Rewards",63
75," Hard"," Q Learning"," Rewards",9
76," Hard"," Q Learning"," Rewards",20
77," Hard"," Q Learning"," Rewards",-23
78," Hard"," Q Learning"," Rewards",21
79," Hard"," Q Learning"," Rewards",59
80," Hard"," Q Learning"," Rewards",67
81," Hard"," Q Learning"," Rewards",68
82," Hard"," Q Learning"," Rewards",59
83," Hard"," Q Learning"," Rewards",46
84," Hard"," Q Learning"," Rewards",40
85," Hard"," Q Learning"," Rewards",64
86," Hard"," Q Learning"," Rewards",-4
87," Hard"," Q Learning"," Rewards",33
88," Hard"," Q Learning"," Rewards",52
89," Hard"," Q Learning"," Rewards",70
90," Hard"," Q Learning"," Rewards",-23
91," Hard"," Q Learning"," Rewards",41
92," Hard"," Q Learning"," Rewards",19
93," Hard"," Q Learning"," Rewards",-109
94," Hard"," Q Learning"," Rewards",69
95," Hard"," Q Learning"," Rewards",73
96," Hard"," Q Learning"," Rewards",1
97," Hard"," Q Learning"," Rewards",-5
98," Hard"," Q Learning"," Rewards",65
99," Hard"," Q Learning"," Rewards",54
100," Hard"," Q Learning"," Rewards",52
1," Easy"," Value Iteration"," Results",477
2," Easy"," Value Iteration"," Results",758
3," Easy"," Value Iteration"," Results",235
4," Easy"," Value Iteration"," Results",10
5," Easy"," Value Iteration"," Results",12
6," Easy"," Value Iteration"," Results",15
7," Easy"," Value Iteration"," Results",11
8," Easy"," Value Iteration"," Results",9
9," Easy"," Value Iteration"," Results",10
10," Easy"," Value Iteration"," Results",9
11," Easy"," Value Iteration"," Results",9
12," Easy"," Value Iteration"," Results",18
13," Easy"," Value Iteration"," Results",16
14," Easy"," Value Iteration"," Results",11
15," Easy"," Value Iteration"," Results",10
16," Easy"," Value Iteration"," Results",9
17," Easy"," Value Iteration"," Results",12
18," Easy"," Value Iteration"," Results",11
19," Easy"," Value Iteration"," Results",12
20," Easy"," Value Iteration"," Results",12
21," Easy"," Value Iteration"," Results",9
22," Easy"," Value Iteration"," Results",10
23," Easy"," Value Iteration"," Results",11
24," Easy"," Value Iteration"," Results",10
25," Easy"," Value Iteration"," Results",11
26," Easy"," Value Iteration"," Results",13
27," Easy"," Value Iteration"," Results",9
28," Easy"," Value Iteration"," Results",17
29," Easy"," Value Iteration"," Results",12
30," Easy"," Value Iteration"," Results",14
31," Easy"," Value Iteration"," Results",10
32," Easy"," Value Iteration"," Results",11
33," Easy"," Value Iteration"," Results",9
34," Easy"," Value Iteration"," Results",9
35," Easy"," Value Iteration"," Results",18
36," Easy"," Value Iteration"," Results",12
37," Easy"," Value Iteration"," Results",9
38," Easy"," Value Iteration"," Results",9
39," Easy"," Value Iteration"," Results",12
40," Easy"," Value Iteration"," Results",16
41," Easy"," Value Iteration"," Results",9
42," Easy"," Value Iteration"," Results",15
43," Easy"," Value Iteration"," Results",15
44," Easy"," Value Iteration"," Results",13
45," Easy"," Value Iteration"," Results",11
46," Easy"," Value Iteration"," Results",11
47," Easy"," Value Iteration"," Results",12
48," Easy"," Value Iteration"," Results",11
49," Easy"," Value Iteration"," Results",11
50," Easy"," Value Iteration"," Results",9
51," Easy"," Value Iteration"," Results",16
52," Easy"," Value Iteration"," Results",17
53," Easy"," Value Iteration"," Results",20
54," Easy"," Value Iteration"," Results",12
55," Easy"," Value Iteration"," Results",15
56," Easy"," Value Iteration"," Results",9
57," Easy"," Value Iteration"," Results",10
58," Easy"," Value Iteration"," Results",13
59," Easy"," Value Iteration"," Results",12
60," Easy"," Value Iteration"," Results",11
61," Easy"," Value Iteration"," Results",12
62," Easy"," Value Iteration"," Results",13
63," Easy"," Value Iteration"," Results",9
64," Easy"," Value Iteration"," Results",15
65," Easy"," Value Iteration"," Results",13
66," Easy"," Value Iteration"," Results",12
67," Easy"," Value Iteration"," Results",11
68," Easy"," Value Iteration"," Results",13
69," Easy"," Value Iteration"," Results",10
70," Easy"," Value Iteration"," Results",16
71," Easy"," Value Iteration"," Results",9
72," Easy"," Value Iteration"," Results",12
73," Easy"," Value Iteration"," Results",11
74," Easy"," Value Iteration"," Results",12
75," Easy"," Value Iteration"," Results",16
76," Easy"," Value Iteration"," Results",11
77," Easy"," Value Iteration"," Results",24
78," Easy"," Value Iteration"," Results",9
79," Easy"," Value Iteration"," Results",11
80," Easy"," Value Iteration"," Results",10
81," Easy"," Value Iteration"," Results",16
82," Easy"," Value Iteration"," Results",9
83," Easy"," Value Iteration"," Results",12
84," Easy"," Value Iteration"," Results",20
85," Easy"," Value Iteration"," Results",9
86," Easy"," Value Iteration"," Results",9
87," Easy"," Value Iteration"," Results",16
88," Easy"," Value Iteration"," Results",14
89," Easy"," Value Iteration"," Results",10
90," Easy"," Value Iteration"," Results",11
91," Easy"," Value Iteration"," Results",9
92," Easy"," Value Iteration"," Results",11
93," Easy"," Value Iteration"," Results",12
94," Easy"," Value Iteration"," Results",10
95," Easy"," Value Iteration"," Results",17
96," Easy"," Value Iteration"," Results",16
97," Easy"," Value Iteration"," Results",13
98," Easy"," Value Iteration"," Results",12
99," Easy"," Value Iteration"," Results",13
100," Easy"," Value Iteration"," Results",13
1," Easy"," Policy Iteration"," Results",566
2," Easy"," Policy Iteration"," Results",216
3," Easy"," Policy Iteration"," Results",340
4," Easy"," Policy Iteration"," Results",22
5," Easy"," Policy Iteration"," Results",11
6," Easy"," Policy Iteration"," Results",10
7," Easy"," Policy Iteration"," Results",12
8," Easy"," Policy Iteration"," Results",10
9," Easy"," Policy Iteration"," Results",11
10," Easy"," Policy Iteration"," Results",10
11," Easy"," Policy Iteration"," Results",14
12," Easy"," Policy Iteration"," Results",10
13," Easy"," Policy Iteration"," Results",14
14," Easy"," Policy Iteration"," Results",13
15," Easy"," Policy Iteration"," Results",13
16," Easy"," Policy Iteration"," Results",17
17," Easy"," Policy Iteration"," Results",13
18," Easy"," Policy Iteration"," Results",10
19," Easy"," Policy Iteration"," Results",9
20," Easy"," Policy Iteration"," Results",15
21," Easy"," Policy Iteration"," Results",10
22," Easy"," Policy Iteration"," Results",11
23," Easy"," Policy Iteration"," Results",10
24," Easy"," Policy Iteration"," Results",14
25," Easy"," Policy Iteration"," Results",10
26," Easy"," Policy Iteration"," Results",11
27," Easy"," Policy Iteration"," Results",9
28," Easy"," Policy Iteration"," Results",12
29," Easy"," Policy Iteration"," Results",11
30," Easy"," Policy Iteration"," Results",12
31," Easy"," Policy Iteration"," Results",12
32," Easy"," Policy Iteration"," Results",9
33," Easy"," Policy Iteration"," Results",16
34," Easy"," Policy Iteration"," Results",9
35," Easy"," Policy Iteration"," Results",9
36," Easy"," Policy Iteration"," Results",12
37," Easy"," Policy Iteration"," Results",10
38," Easy"," Policy Iteration"," Results",12
39," Easy"," Policy Iteration"," Results",13
40," Easy"," Policy Iteration"," Results",15
41," Easy"," Policy Iteration"," Results",9
42," Easy"," Policy Iteration"," Results",12
43," Easy"," Policy Iteration"," Results",12
44," Easy"," Policy Iteration"," Results",11
45," Easy"," Policy Iteration"," Results",16
46," Easy"," Policy Iteration"," Results",12
47," Easy"," Policy Iteration"," Results",9
48," Easy"," Policy Iteration"," Results",11
49," Easy"," Policy Iteration"," Results",12
50," Easy"," Policy Iteration"," Results",13
51," Easy"," Policy Iteration"," Results",12
52," Easy"," Policy Iteration"," Results",9
53," Easy"," Policy Iteration"," Results",10
54," Easy"," Policy Iteration"," Results",13
55," Easy"," Policy Iteration"," Results",13
56," Easy"," Policy Iteration"," Results",11
57," Easy"," Policy Iteration"," Results",14
58," Easy"," Policy Iteration"," Results",11
59," Easy"," Policy Iteration"," Results",10
60," Easy"," Policy Iteration"," Results",15
61," Easy"," Policy Iteration"," Results",12
62," Easy"," Policy Iteration"," Results",9
63," Easy"," Policy Iteration"," Results",14
64," Easy"," Policy Iteration"," Results",11
65," Easy"," Policy Iteration"," Results",9
66," Easy"," Policy Iteration"," Results",12
67," Easy"," Policy Iteration"," Results",13
68," Easy"," Policy Iteration"," Results",11
69," Easy"," Policy Iteration"," Results",9
70," Easy"," Policy Iteration"," Results",18
71," Easy"," Policy Iteration"," Results",12
72," Easy"," Policy Iteration"," Results",18
73," Easy"," Policy Iteration"," Results",9
74," Easy"," Policy Iteration"," Results",13
75," Easy"," Policy Iteration"," Results",10
76," Easy"," Policy Iteration"," Results",15
77," Easy"," Policy Iteration"," Results",12
78," Easy"," Policy Iteration"," Results",10
79," Easy"," Policy Iteration"," Results",9
80," Easy"," Policy Iteration"," Results",10
81," Easy"," Policy Iteration"," Results",10
82," Easy"," Policy Iteration"," Results",11
83," Easy"," Policy Iteration"," Results",13
84," Easy"," Policy Iteration"," Results",16
85," Easy"," Policy Iteration"," Results",10
86," Easy"," Policy Iteration"," Results",13
87," Easy"," Policy Iteration"," Results",13
88," Easy"," Policy Iteration"," Results",10
89," Easy"," Policy Iteration"," Results",9
90," Easy"," Policy Iteration"," Results",12
91," Easy"," Policy Iteration"," Results",10
92," Easy"," Policy Iteration"," Results",12
93," Easy"," Policy Iteration"," Results",9
94," Easy"," Policy Iteration"," Results",12
95," Easy"," Policy Iteration"," Results",12
96," Easy"," Policy Iteration"," Results",14
97," Easy"," Policy Iteration"," Results",9
98," Easy"," Policy Iteration"," Results",12
99," Easy"," Policy Iteration"," Results",10
100," Easy"," Policy Iteration"," Results",13
1," Easy"," Q Learning"," Results",90
2," Easy"," Q Learning"," Results",122
3," Easy"," Q Learning"," Results",36
4," Easy"," Q Learning"," Results",14
5," Easy"," Q Learning"," Results",16
6," Easy"," Q Learning"," Results",21
7," Easy"," Q Learning"," Results",15
8," Easy"," Q Learning"," Results",13
9," Easy"," Q Learning"," Results",16
10," Easy"," Q Learning"," Results",38
11," Easy"," Q Learning"," Results",21
12," Easy"," Q Learning"," Results",17
13," Easy"," Q Learning"," Results",15
14," Easy"," Q Learning"," Results",19
15," Easy"," Q Learning"," Results",14
16," Easy"," Q Learning"," Results",16
17," Easy"," Q Learning"," Results",13
18," Easy"," Q Learning"," Results",17
19," Easy"," Q Learning"," Results",10
20," Easy"," Q Learning"," Results",11
21," Easy"," Q Learning"," Results",10
22," Easy"," Q Learning"," Results",12
23," Easy"," Q Learning"," Results",11
24," Easy"," Q Learning"," Results",12
25," Easy"," Q Learning"," Results",11
26," Easy"," Q Learning"," Results",16
27," Easy"," Q Learning"," Results",16
28," Easy"," Q Learning"," Results",13
29," Easy"," Q Learning"," Results",11
30," Easy"," Q Learning"," Results",12
31," Easy"," Q Learning"," Results",23
32," Easy"," Q Learning"," Results",21
33," Easy"," Q Learning"," Results",22
34," Easy"," Q Learning"," Results",26
35," Easy"," Q Learning"," Results",15
36," Easy"," Q Learning"," Results",20
37," Easy"," Q Learning"," Results",10
38," Easy"," Q Learning"," Results",10
39," Easy"," Q Learning"," Results",9
40," Easy"," Q Learning"," Results",10
41," Easy"," Q Learning"," Results",10
42," Easy"," Q Learning"," Results",16
43," Easy"," Q Learning"," Results",9
44," Easy"," Q Learning"," Results",10
45," Easy"," Q Learning"," Results",11
46," Easy"," Q Learning"," Results",10
47," Easy"," Q Learning"," Results",16
48," Easy"," Q Learning"," Results",14
49," Easy"," Q Learning"," Results",13
50," Easy"," Q Learning"," Results",31
51," Easy"," Q Learning"," Results",24
52," Easy"," Q Learning"," Results",22
53," Easy"," Q Learning"," Results",20
54," Easy"," Q Learning"," Results",10
55," Easy"," Q Learning"," Results",9
56," Easy"," Q Learning"," Results",13
57," Easy"," Q Learning"," Results",13
58," Easy"," Q Learning"," Results",46
59," Easy"," Q Learning"," Results",10
60," Easy"," Q Learning"," Results",21
61," Easy"," Q Learning"," Results",12
62," Easy"," Q Learning"," Results",17
63," Easy"," Q Learning"," Results",21
64," Easy"," Q Learning"," Results",9
65," Easy"," Q Learning"," Results",18
66," Easy"," Q Learning"," Results",10
67," Easy"," Q Learning"," Results",16
68," Easy"," Q Learning"," Results",10
69," Easy"," Q Learning"," Results",27
70," Easy"," Q Learning"," Results",15
71," Easy"," Q Learning"," Results",10
72," Easy"," Q Learning"," Results",9
73," Easy"," Q Learning"," Results",11
74," Easy"," Q Learning"," Results",10
75," Easy"," Q Learning"," Results",15
76," Easy"," Q Learning"," Results",10
77," Easy"," Q Learning"," Results",31
78," Easy"," Q Learning"," Results",15
79," Easy"," Q Learning"," Results",28
80," Easy"," Q Learning"," Results",21
81," Easy"," Q Learning"," Results",19
82," Easy"," Q Learning"," Results",11
83," Easy"," Q Learning"," Results",15
84," Easy"," Q Learning"," Results",14
85," Easy"," Q Learning"," Results",16
86," Easy"," Q Learning"," Results",10
87," Easy"," Q Learning"," Results",12
88," Easy"," Q Learning"," Results",12
89," Easy"," Q Learning"," Results",14
90," Easy"," Q Learning"," Results",15
91," Easy"," Q Learning"," Results",44
92," Easy"," Q Learning"," Results",22
93," Easy"," Q Learning"," Results",14
94," Easy"," Q Learning"," Results",10
95," Easy"," Q Learning"," Results",15
96," Easy"," Q Learning"," Results",20
97," Easy"," Q Learning"," Results",16
98," Easy"," Q Learning"," Results",11
99," Easy"," Q Learning"," Results",9
100," Easy"," Q Learning"," Results",10
1," Easy"," Value Iteration"," Time Results",52
2," Easy"," Value Iteration"," Time Results",3
3," Easy"," Value Iteration"," Time Results",2
4," Easy"," Value Iteration"," Time Results",2
5," Easy"," Value Iteration"," Time Results",2
6," Easy"," Value Iteration"," Time Results",2
7," Easy"," Value Iteration"," Time Results",4
8," Easy"," Value Iteration"," Time Results",2
9," Easy"," Value Iteration"," Time Results",3
10," Easy"," Value Iteration"," Time Results",9
11," Easy"," Value Iteration"," Time Results",6
12," Easy"," Value Iteration"," Time Results",7
13," Easy"," Value Iteration"," Time Results",2
14," Easy"," Value Iteration"," Time Results",2
15," Easy"," Value Iteration"," Time Results",5
16," Easy"," Value Iteration"," Time Results",5
17," Easy"," Value Iteration"," Time Results",11
18," Easy"," Value Iteration"," Time Results",4
19," Easy"," Value Iteration"," Time Results",6
20," Easy"," Value Iteration"," Time Results",4
21," Easy"," Value Iteration"," Time Results",7
22," Easy"," Value Iteration"," Time Results",3
23," Easy"," Value Iteration"," Time Results",11
24," Easy"," Value Iteration"," Time Results",19
25," Easy"," Value Iteration"," Time Results",13
26," Easy"," Value Iteration"," Time Results",9
27," Easy"," Value Iteration"," Time Results",6
28," Easy"," Value Iteration"," Time Results",71
29," Easy"," Value Iteration"," Time Results",9
30," Easy"," Value Iteration"," Time Results",9
31," Easy"," Value Iteration"," Time Results",44
32," Easy"," Value Iteration"," Time Results",8
33," Easy"," Value Iteration"," Time Results",7
34," Easy"," Value Iteration"," Time Results",11
35," Easy"," Value Iteration"," Time Results",11
36," Easy"," Value Iteration"," Time Results",12
37," Easy"," Value Iteration"," Time Results",12
38," Easy"," Value Iteration"," Time Results",19
39," Easy"," Value Iteration"," Time Results",8
40," Easy"," Value Iteration"," Time Results",7
41," Easy"," Value Iteration"," Time Results",8
42," Easy"," Value Iteration"," Time Results",8
43," Easy"," Value Iteration"," Time Results",8
44," Easy"," Value Iteration"," Time Results",9
45," Easy"," Value Iteration"," Time Results",13
46," Easy"," Value Iteration"," Time Results",23
47," Easy"," Value Iteration"," Time Results",11
48," Easy"," Value Iteration"," Time Results",6
49," Easy"," Value Iteration"," Time Results",6
50," Easy"," Value Iteration"," Time Results",8
51," Easy"," Value Iteration"," Time Results",7
52," Easy"," Value Iteration"," Time Results",7
53," Easy"," Value Iteration"," Time Results",7
54," Easy"," Value Iteration"," Time Results",8
55," Easy"," Value Iteration"," Time Results",15
56," Easy"," Value Iteration"," Time Results",15
57," Easy"," Value Iteration"," Time Results",11
58," Easy"," Value Iteration"," Time Results",26
59," Easy"," Value Iteration"," Time Results",16
60," Easy"," Value Iteration"," Time Results",13
61," Easy"," Value Iteration"," Time Results",12
62," Easy"," Value Iteration"," Time Results",13
63," Easy"," Value Iteration"," Time Results",8
64," Easy"," Value Iteration"," Time Results",10
65," Easy"," Value Iteration"," Time Results",8
66," Easy"," Value Iteration"," Time Results",9
67," Easy"," Value Iteration"," Time Results",12
68," Easy"," Value Iteration"," Time Results",9
69," Easy"," Value Iteration"," Time Results",11
70," Easy"," Value Iteration"," Time Results",9
71," Easy"," Value Iteration"," Time Results",11
72," Easy"," Value Iteration"," Time Results",9
73," Easy"," Value Iteration"," Time Results",8
74," Easy"," Value Iteration"," Time Results",9
75," Easy"," Value Iteration"," Time Results",8
76," Easy"," Value Iteration"," Time Results",11
77," Easy"," Value Iteration"," Time Results",9
78," Easy"," Value Iteration"," Time Results",16
79," Easy"," Value Iteration"," Time Results",10
80," Easy"," Value Iteration"," Time Results",11
81," Easy"," Value Iteration"," Time Results",24
82," Easy"," Value Iteration"," Time Results",22
83," Easy"," Value Iteration"," Time Results",22
84," Easy"," Value Iteration"," Time Results",21
85," Easy"," Value Iteration"," Time Results",22
86," Easy"," Value Iteration"," Time Results",24
87," Easy"," Value Iteration"," Time Results",24
88," Easy"," Value Iteration"," Time Results",21
89," Easy"," Value Iteration"," Time Results",13
90," Easy"," Value Iteration"," Time Results",12
91," Easy"," Value Iteration"," Time Results",14
92," Easy"," Value Iteration"," Time Results",14
93," Easy"," Value Iteration"," Time Results",12
94," Easy"," Value Iteration"," Time Results",12
95," Easy"," Value Iteration"," Time Results",13
96," Easy"," Value Iteration"," Time Results",17
97," Easy"," Value Iteration"," Time Results",14
98," Easy"," Value Iteration"," Time Results",13
99," Easy"," Value Iteration"," Time Results",11
100," Easy"," Value Iteration"," Time Results",20
1," Easy"," Policy Iteration"," Time Results",6
2," Easy"," Policy Iteration"," Time Results",1
3," Easy"," Policy Iteration"," Time Results",1
4," Easy"," Policy Iteration"," Time Results",2
5," Easy"," Policy Iteration"," Time Results",3
6," Easy"," Policy Iteration"," Time Results",8
7," Easy"," Policy Iteration"," Time Results",5
8," Easy"," Policy Iteration"," Time Results",7
9," Easy"," Policy Iteration"," Time Results",6
10," Easy"," Policy Iteration"," Time Results",7
11," Easy"," Policy Iteration"," Time Results",8
12," Easy"," Policy Iteration"," Time Results",5
13," Easy"," Policy Iteration"," Time Results",6
14," Easy"," Policy Iteration"," Time Results",10
15," Easy"," Policy Iteration"," Time Results",5
16," Easy"," Policy Iteration"," Time Results",5
17," Easy"," Policy Iteration"," Time Results",5
18," Easy"," Policy Iteration"," Time Results",5
19," Easy"," Policy Iteration"," Time Results",5
20," Easy"," Policy Iteration"," Time Results",4
21," Easy"," Policy Iteration"," Time Results",5
22," Easy"," Policy Iteration"," Time Results",5
23," Easy"," Policy Iteration"," Time Results",6
24," Easy"," Policy Iteration"," Time Results",8
25," Easy"," Policy Iteration"," Time Results",6
26," Easy"," Policy Iteration"," Time Results",8
27," Easy"," Policy Iteration"," Time Results",9
28," Easy"," Policy Iteration"," Time Results",11
29," Easy"," Policy Iteration"," Time Results",9
30," Easy"," Policy Iteration"," Time Results",7
31," Easy"," Policy Iteration"," Time Results",13
32," Easy"," Policy Iteration"," Time Results",11
33," Easy"," Policy Iteration"," Time Results",9
34," Easy"," Policy Iteration"," Time Results",12
35," Easy"," Policy Iteration"," Time Results",12
36," Easy"," Policy Iteration"," Time Results",8
37," Easy"," Policy Iteration"," Time Results",7
38," Easy"," Policy Iteration"," Time Results",5
39," Easy"," Policy Iteration"," Time Results",8
40," Easy"," Policy Iteration"," Time Results",5
41," Easy"," Policy Iteration"," Time Results",6
42," Easy"," Policy Iteration"," Time Results",6
43," Easy"," Policy Iteration"," Time Results",7
44," Easy"," Policy Iteration"," Time Results",14
45," Easy"," Policy Iteration"," Time Results",12
46," Easy"," Policy Iteration"," Time Results",12
47," Easy"," Policy Iteration"," Time Results",16
48," Easy"," Policy Iteration"," Time Results",19
49," Easy"," Policy Iteration"," Time Results",19
50," Easy"," Policy Iteration"," Time Results",17
51," Easy"," Policy Iteration"," Time Results",20
52," Easy"," Policy Iteration"," Time Results",21
53," Easy"," Policy Iteration"," Time Results",17
54," Easy"," Policy Iteration"," Time Results",15
55," Easy"," Policy Iteration"," Time Results",17
56," Easy"," Policy Iteration"," Time Results",7
57," Easy"," Policy Iteration"," Time Results",7
58," Easy"," Policy Iteration"," Time Results",7
59," Easy"," Policy Iteration"," Time Results",8
60," Easy"," Policy Iteration"," Time Results",9
61," Easy"," Policy Iteration"," Time Results",12
62," Easy"," Policy Iteration"," Time Results",17
63," Easy"," Policy Iteration"," Time Results",16
64," Easy"," Policy Iteration"," Time Results",16
65," Easy"," Policy Iteration"," Time Results",13
66," Easy"," Policy Iteration"," Time Results",16
67," Easy"," Policy Iteration"," Time Results",14
68," Easy"," Policy Iteration"," Time Results",13
69," Easy"," Policy Iteration"," Time Results",10
70," Easy"," Policy Iteration"," Time Results",11
71," Easy"," Policy Iteration"," Time Results",11
72," Easy"," Policy Iteration"," Time Results",9
73," Easy"," Policy Iteration"," Time Results",15
74," Easy"," Policy Iteration"," Time Results",16
75," Easy"," Policy Iteration"," Time Results",9
76," Easy"," Policy Iteration"," Time Results",18
77," Easy"," Policy Iteration"," Time Results",27
78," Easy"," Policy Iteration"," Time Results",35
79," Easy"," Policy Iteration"," Time Results",18
80," Easy"," Policy Iteration"," Time Results",15
81," Easy"," Policy Iteration"," Time Results",13
82," Easy"," Policy Iteration"," Time Results",19
83," Easy"," Policy Iteration"," Time Results",13
84," Easy"," Policy Iteration"," Time Results",10
85," Easy"," Policy Iteration"," Time Results",10
86," Easy"," Policy Iteration"," Time Results",11
87," Easy"," Policy Iteration"," Time Results",11
88," Easy"," Policy Iteration"," Time Results",11
89," Easy"," Policy Iteration"," Time Results",12
90," Easy"," Policy Iteration"," Time Results",18
91," Easy"," Policy Iteration"," Time Results",14
92," Easy"," Policy Iteration"," Time Results",15
93," Easy"," Policy Iteration"," Time Results",15
94," Easy"," Policy Iteration"," Time Results",16
95," Easy"," Policy Iteration"," Time Results",22
96," Easy"," Policy Iteration"," Time Results",24
97," Easy"," Policy Iteration"," Time Results",35
98," Easy"," Policy Iteration"," Time Results",24
99," Easy"," Policy Iteration"," Time Results",31
100," Easy"," Policy Iteration"," Time Results",39
1," Easy"," Q Learning"," Time Results",7
2," Easy"," Q Learning"," Time Results",6
3," Easy"," Q Learning"," Time Results",2
4," Easy"," Q Learning"," Time Results",5
5," Easy"," Q Learning"," Time Results",10
6," Easy"," Q Learning"," Time Results",3
7," Easy"," Q Learning"," Time Results",14
8," Easy"," Q Learning"," Time Results",16
9," Easy"," Q Learning"," Time Results",3
10," Easy"," Q Learning"," Time Results",6
11," Easy"," Q Learning"," Time Results",10
12," Easy"," Q Learning"," Time Results",3
13," Easy"," Q Learning"," Time Results",5
14," Easy"," Q Learning"," Time Results",5
15," Easy"," Q Learning"," Time Results",8
16," Easy"," Q Learning"," Time Results",7
17," Easy"," Q Learning"," Time Results",4
18," Easy"," Q Learning"," Time Results",4
19," Easy"," Q Learning"," Time Results",5
20," Easy"," Q Learning"," Time Results",5
21," Easy"," Q Learning"," Time Results",7
22," Easy"," Q Learning"," Time Results",5
23," Easy"," Q Learning"," Time Results",13
24," Easy"," Q Learning"," Time Results",17
25," Easy"," Q Learning"," Time Results",10
26," Easy"," Q Learning"," Time Results",9
27," Easy"," Q Learning"," Time Results",17
28," Easy"," Q Learning"," Time Results",10
29," Easy"," Q Learning"," Time Results",8
30," Easy"," Q Learning"," Time Results",10
31," Easy"," Q Learning"," Time Results",16
32," Easy"," Q Learning"," Time Results",4
33," Easy"," Q Learning"," Time Results",2
34," Easy"," Q Learning"," Time Results",3
35," Easy"," Q Learning"," Time Results",4
36," Easy"," Q Learning"," Time Results",2
37," Easy"," Q Learning"," Time Results",6
38," Easy"," Q Learning"," Time Results",4
39," Easy"," Q Learning"," Time Results",2
40," Easy"," Q Learning"," Time Results",1
41," Easy"," Q Learning"," Time Results",3
42," Easy"," Q Learning"," Time Results",3
43," Easy"," Q Learning"," Time Results",2
44," Easy"," Q Learning"," Time Results",3
45," Easy"," Q Learning"," Time Results",2
46," Easy"," Q Learning"," Time Results",2
47," Easy"," Q Learning"," Time Results",10
48," Easy"," Q Learning"," Time Results",3
49," Easy"," Q Learning"," Time Results",5
50," Easy"," Q Learning"," Time Results",5
51," Easy"," Q Learning"," Time Results",3
52," Easy"," Q Learning"," Time Results",2
53," Easy"," Q Learning"," Time Results",2
54," Easy"," Q Learning"," Time Results",3
55," Easy"," Q Learning"," Time Results",4
56," Easy"," Q Learning"," Time Results",4
57," Easy"," Q Learning"," Time Results",5
58," Easy"," Q Learning"," Time Results",5
59," Easy"," Q Learning"," Time Results",6
60," Easy"," Q Learning"," Time Results",8
61," Easy"," Q Learning"," Time Results",5
62," Easy"," Q Learning"," Time Results",11
63," Easy"," Q Learning"," Time Results",3
64," Easy"," Q Learning"," Time Results",8
65," Easy"," Q Learning"," Time Results",6
66," Easy"," Q Learning"," Time Results",5
